"Employed Persons by Major Occupation, by Region, by Sex: 2018 to 2021"

"Geolocation","Major Occupation","2018 January Male","2018 January Female","2018 April Male","2018 April Female","2018 July Male","2018 July Female","2018 October Male","2018 October Female","2018 Annual Male","2018 Annual Female","2018 February Male","2018 February Female","2018 March Male","2018 March Female","2018 May Male","2018 May Female","2018 June Male","2018 June Female","2018 August Male","2018 August Female","2018 September Male","2018 September Female","2018 November Male","2018 November Female","2018 December Male","2018 December Female","2019 January Male","2019 January Female","2019 April Male","2019 April Female","2019 July Male","2019 July Female","2019 October Male","2019 October Female","2019 Annual Male","2019 Annual Female","2019 February Male","2019 February Female","2019 March Male","2019 March Female","2019 May Male","2019 May Female","2019 June Male","2019 June Female","2019 August Male","2019 August Female","2019 September Male","2019 September Female","2019 November Male","2019 November Female","2019 December Male","2019 December Female","2020 January Male","2020 January Female","2020 April Male","2020 April Female","2020 July Male","2020 July Female","2020 October Male","2020 October Female","2020 Annual Male","2020 Annual Female","2020 February Male","2020 February Female","2020 March Male","2020 March Female","2020 May Male","2020 May Female","2020 June Male","2020 June Female","2020 August Male","2020 August Female","2020 September Male","2020 September Female","2020 November Male","2020 November Female","2020 December Male","2020 December Female","2021 January Male","2021 January Female","2021 April Male","2021 April Female","2021 July Male","2021 July Female","2021 October Male","2021 October Female","2021 Annual Male","2021 Annual Female","2021 February Male","2021 February Female","2021 March Male","2021 March Female","2021 May Male","2021 May Female","2021 June Male","2021 June Female","2021 August Male","2021 August Female","2021 September Male","2021 September Female","2021 November Male","2021 November Female","2021 December Male","2021 December Female"
"REGION VIII","Professionals",23.929,67.838,20.919,50.671,34.282,68.998,29.866,83.083,27.249,67.648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.834,62.487,32.107,68.544,32.128,65.943,29.409,74.742,31.120,67.929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.047,65.578,25.790,44.015,36.127,70.437,34.526,71.293,59.326,75.922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.532,5.062,20.658,63.618,28.094,68.450,26.096,62.658,27.429,61.401,19.058,60.435,25.904,46.354,18.682,52.969,26.368,84.360,42.547,78.464,32.382,39.235,25.043,63.866,34.785,55.659
"REGION VIII","Technicians and Associate Professionals",19.734,26.648,20.970,28.971,26.200,27.220,22.159,33.920,22.266,29.190,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.105,38.312,28.246,35.844,23.431,41.250,25.120,35.137,23.476,37.636,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.416,32.425,15.023,33.845,23.134,35.440,23.083,39.466,37.258,43.866,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.999,2.760,29.401,40.782,32.751,35.455,23.994,31.178,28.287,31.072,41.163,30.186,16.529,28.474,22.957,25.693,24.408,29.886,33.828,27.581,30.780,25.289,16.431,20.208,44.201,45.015
"REGION VIII","Clerical Support Workers",18.868,38.198,21.275,45.635,25.259,40.813,24.843,27.675,22.561,38.080,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.068,36.592,25.081,41.503,23.475,37.261,28.644,35.930,25.567,37.822,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.031,48.181,21.241,28.420,29.816,40.098,26.878,31.435,38.147,45.487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.457,3.353,31.868,40.438,29.723,41.845,29.995,41.010,32.176,44.517,33.613,63.773,34.997,46.636,35.643,49.991,30.887,35.301,33.702,48.666,40.512,68.325,21.593,23.764,36.123,34.214
"REGION VIII","Service and Sales Workers",125.095,145.111,110.886,157.834,117.462,163.196,117.953,122.916,117.849,147.264,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.446,148.677,127.265,144.019,123.843,153.233,117.731,122.810,116.321,142.185,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120.350,198.643,94.531,115.208,110.758,138.832,95.067,147.300,154.531,179.906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104.732,15.030,144.406,244.871,117.765,223.498,119.657,188.540,125.911,235.703,125.890,217.059,128.866,280.854,107.048,211.402,100.310,165.951,150.652,335.790,105.210,220.287,168.174,295.129,138.225,264.697
"REGION VIII","Skilled Agricultural Forestry and Fishery Workers",318.970,46.645,305.251,68.725,320.457,73.759,265.677,41.404,302.589,57.633,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,259.743,41.666,294.286,47.614,279.897,51.736,279.666,52.478,278.398,48.374,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,251.494,40.261,314.508,44.984,294.963,56.899,341.441,72.344,186.631,277.203,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,289.284,3.976,289.151,66.742,285.838,54.277,312.577,40.450,302.495,51.119,284.339,66.947,363.853,61.657,323.228,81.437,266.120,46.310,299.021,43.160,332.522,43.755,307.949,31.670,276.057,29.310
"REGION VIII","Craft and Related Trades Workers",76.851,5.943,89.274,12.243,83.986,9.686,104.663,7.044,88.694,8.729,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.147,12.329,102.912,9.652,84.418,8.244,93.425,19.022,94.976,12.312,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.801,11.782,63.614,17.485,90.153,8.508,90.102,6.936,48.207,71.353,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.392,0.717,93.064,7.354,103.803,17.185,105.305,7.683,99.350,12.966,125.277,10.980,81.625,16.392,84.843,26.901,83.277,14.821,110.490,24.448,106.990,7.761,119.692,1.757,78.440,11.712
"REGION VIII","Plant and Machine Operators and Assemblers",58.735,1.197,69.623,2.198,69.155,2.345,59.005,1.338,64.129,1.770,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.179,1.551,84.156,1.507,69.869,1.589,80.284,0.939,78.122,1.397,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.548,0.603,53.879,0.848,82.208,0.437,72.633,1.667,33.719,52.699,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.390,0.208,106.269,1.022,93.174,1.611,75.619,0.000,91.755,1.915,100.705,0.000,63.215,2.133,94.028,2.365,97.608,5.608,86.305,0.000,106.950,4.461,86.781,2.157,101.015,1.134
"REGION VIII","Elementary Occupations",394.620,195.378,425.782,173.991,373.158,150.347,386.840,159.435,395.100,169.788,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,361.325,140.434,345.608,182.790,398.702,176.173,362.315,157.445,366.988,164.211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,420.629,140.827,302.031,138.460,364.098,163.814,303.713,133.559,286.866,355.819,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,383.099,14.595,393.981,182.055,372.510,152.042,356.185,173.820,411.513,189.412,374.663,157.579,439.436,203.960,401.857,171.501,489.808,175.067,426.393,216.121,413.603,252.622,454.550,182.128,432.071,230.908
"REGION VIII","Armed Forces Occupations",4.045,0.000,0.000,0.000,12.752,1.406,7.375,0.000,6.043,0.352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.353,0.420,5.068,0.580,4.564,0.203,2.654,0.000,4.160,0.301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.225,0.000,5.671,0.000,4.603,0.000,1.520,0.000,2.508,2.536,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.965,0.125,4.623,0.000,2.201,0.073,4.325,0.396,3.872,0.409,2.409,0.000,8.001,0.000,6.098,0.000,1.632,0.000,3.102,0.000,0.369,0.000,0.883,2.149,5.850,0.788
"REGION IX","Managers",105.463,95.932,85.809,118.595,110.554,119.658,93.784,102.482,98.903,109.167,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.622,96.435,103.820,89.069,81.773,110.937,92.341,62.998,91.639,89.860,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.630,67.650,66.920,59.491,82.281,79.880,134.294,69.975,102.217,129.097,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.041,6.408,70.470,59.426,86.749,90.720,80.902,79.953,78.668,69.620,95.129,65.644,68.034,57.929,93.238,64.447,76.887,75.265,85.598,111.954,91.223,71.176,91.438,74.064,27.303,7.963
"REGION IX","Professionals",15.832,39.522,20.400,43.904,22.771,47.068,24.245,51.101,20.812,45.399,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.878,51.901,17.328,49.358,18.515,43.731,16.627,38.746,17.837,45.934,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.331,59.619,10.194,39.343,18.412,39.631,17.854,39.652,37.684,42.252,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.058,3.595,31.018,57.418,20.098,47.935,13.869,42.713,22.538,48.859,18.549,26.073,5.296,34.793,27.934,62.782,34.270,64.059,16.173,36.555,38.377,64.913,18.623,61.954,26.195,43.975
"REGION IX","Technicians and Associate Professionals",11.168,10.194,15.590,17.919,22.782,18.342,12.628,21.186,15.542,16.910,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.404,22.240,17.423,13.842,19.392,19.769,12.409,20.488,18.407,19.085,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.400,21.872,6.519,22.524,7.608,19.900,16.543,15.269,21.780,22.578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.296,1.145,16.692,14.656,24.007,21.098,12.576,21.083,16.970,17.556,8.600,13.516,9.590,16.091,17.928,13.106,25.809,18.666,13.947,26.578,27.552,17.044,13.093,8.077,17.550,27.012
"REGION IX","Clerical Support Workers",18.843,19.164,16.767,18.236,20.239,22.906,20.688,33.181,19.134,23.372,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.911,16.256,16.988,19.549,24.913,19.257,21.379,23.329,19.298,19.598,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.133,33.380,9.989,16.627,26.160,26.823,19.040,23.358,22.998,29.173,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.215,1.809,26.446,20.639,19.287,25.921,17.064,19.770,22.481,26.531,22.154,10.640,32.372,25.825,30.457,43.548,30.526,42.347,8.777,34.360,27.066,17.861,7.944,33.337,20.460,22.416
"REGION IX","Service and Sales Workers",52.965,64.764,59.050,60.719,67.367,78.720,75.407,89.998,63.697,73.550,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.585,89.008,78.446,107.324,84.924,87.444,88.656,134.087,78.153,104.466,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.343,119.985,47.008,44.682,67.637,110.368,85.319,99.419,91.914,139.739,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.469,10.147,82.555,144.666,87.489,131.359,79.923,125.685,82.371,133.017,67.257,134.778,52.661,128.776,88.369,128.677,92.006,124.670,78.559,137.135,112.851,123.455,86.263,133.283,87.051,161.957
"REGION IX","Skilled Agricultural Forestry and Fishery Workers",346.815,70.535,299.834,60.863,249.987,48.723,274.830,46.226,292.867,56.587,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,227.561,49.207,213.949,43.743,231.030,27.658,255.790,57.174,232.083,44.446,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,245.865,43.844,240.272,53.516,298.867,79.327,259.432,82.156,158.214,234.817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,379.645,12.809,247.480,81.731,200.909,49.028,230.111,60.031,275.828,75.134,326.107,169.211,355.004,49.421,195.024,39.032,268.646,47.175,268.234,43.690,248.050,85.684,263.269,42.706,327.459,80.200
"REGION IX","Craft and Related Trades Workers",77.608,7.338,87.735,3.904,73.585,5.198,92.570,10.115,82.875,6.639,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.626,7.593,85.800,4.229,62.411,8.237,69.654,4.560,71.873,6.155,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.759,2.555,30.629,2.798,83.845,3.319,72.639,4.009,29.214,46.911,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.283,0.419,65.430,5.433,72.104,7.258,83.062,4.309,72.426,5.769,63.795,2.684,52.730,3.884,75.412,3.310,58.557,3.982,87.601,16.622,52.357,3.288,87.653,6.197,107.128,7.234
"REGION IX","Plant and Machine Operators and Assemblers",66.552,0.000,94.594,0.465,62.199,3.252,65.443,1.283,72.197,1.250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.162,0.463,63.526,0.531,73.041,1.048,84.400,0.000,77.032,0.510,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.601,0.791,31.295,1.125,60.042,0.000,56.896,0.885,27.625,43.497,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.625,0.757,62.144,1.752,77.733,1.368,68.150,1.811,72.781,1.409,60.673,0.000,78.454,2.896,70.341,0.000,57.739,0.000,104.238,0.000,67.417,0.000,69.776,0.000,85.082,0.000
"REGION IX","Elementary Occupations",286.236,185.230,244.686,110.079,264.398,112.415,287.764,128.557,270.771,134.070,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,263.382,110.481,263.309,128.907,270.895,132.525,273.527,136.006,267.778,126.980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,272.934,143.724,186.116,113.556,264.543,154.341,229.513,65.791,213.579,254.483,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,297.282,13.337,376.683,270.688,309.586,134.406,361.253,182.628,333.636,230.855,342.993,220.858,370.131,341.325,314.722,185.488,330.195,257.008,337.625,254.237,309.534,262.177,356.897,236.671,296.735,264.736
"REGION IX","Armed Forces Occupations",20.407,1.509,8.882,0.174,4.175,0.000,5.449,0.163,9.728,0.462,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.857,0.587,10.457,0.696,6.495,1.291,7.841,0.000,8.663,0.644,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.270,0.000,11.055,0.000,9.755,0.000,6.498,0.000,5.252,6.509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.809,0.036,6.753,0.487,9.343,0.985,14.399,1.281,9.029,0.506,5.835,0.000,7.595,0.000,9.778,0.000,9.851,0.000,7.506,0.803,3.773,0.000,12.273,2.087,16.430,0.000
"REGION X","Managers",147.957,168.397,122.879,174.299,129.958,165.181,139.700,169.234,135.124,169.278,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.711,49.853,99.338,68.790,77.106,72.172,70.110,91.705,81.566,70.630,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.576,36.185,56.169,57.867,36.941,37.114,47.303,39.127,76.222,93.761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.719,4.722,49.179,65.174,62.996,70.401,57.813,33.906,52.589,46.265,46.525,34.833,66.005,40.498,33.873,38.952,66.074,40.048,61.337,64.480,43.149,47.725,31.024,37.298,53.376,25.200
"REGION X","Professionals",19.077,57.724,31.284,60.953,29.759,59.238,26.918,74.648,26.760,63.141,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.715,66.160,34.288,62.334,32.869,61.052,30.887,65.824,30.440,63.843,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.698,63.425,23.293,46.813,29.823,65.725,34.895,64.428,56.830,70.792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.790,5.405,29.991,68.065,31.445,73.544,26.430,69.161,30.745,64.941,25.732,61.123,35.701,48.528,52.151,58.132,36.028,57.563,45.309,75.969,16.909,65.892,27.640,61.536,19.809,74.922
"REGION X","Technicians and Associate Professionals",31.465,21.706,37.920,27.244,32.465,32.043,32.598,43.205,33.612,31.050,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.052,29.217,27.164,26.282,29.733,37.633,29.654,29.276,31.901,30.602,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.970,29.656,25.892,25.015,25.591,22.203,28.260,22.911,35.661,41.649,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.790,1.811,34.120,31.490,39.018,38.074,36.452,22.988,32.913,27.597,45.903,13.131,19.234,32.436,31.132,49.733,32.131,36.497,29.793,23.401,35.288,26.809,34.972,21.043,20.122,13.828
"REGION X","Clerical Support Workers",25.456,44.011,28.045,39.906,31.876,40.618,35.264,39.674,30.160,41.052,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.768,31.697,27.288,52.848,30.836,49.111,39.562,52.432,30.864,46.522,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.149,54.601,26.073,38.315,29.612,45.015,30.624,42.207,47.344,59.355,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.311,3.621,49.725,64.210,41.610,50.856,32.184,59.352,39.978,54.923,28.773,45.883,24.026,45.575,46.802,69.551,29.444,71.743,52.129,74.321,51.356,38.479,39.512,42.615,53.862,53.043
"REGION X","Service and Sales Workers",120.652,158.301,121.524,142.431,107.540,146.204,130.891,143.847,120.152,147.696,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104.196,264.093,137.224,264.372,155.009,297.398,153.617,256.118,137.512,270.495,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.997,311.713,98.314,194.730,124.831,265.434,134.402,268.756,248.347,295.426,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156.969,21.889,156.839,303.325,138.983,249.331,162.459,283.230,153.548,301.575,142.805,310.535,164.558,325.393,158.434,332.588,157.759,331.179,168.874,306.201,137.357,335.593,173.174,286.428,124.359,292.425
"REGION X","Skilled Agricultural Forestry and Fishery Workers",294.383,95.270,250.437,69.415,235.749,48.191,291.110,68.630,267.920,70.377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,203.254,59.712,273.708,73.149,256.444,61.858,223.674,55.176,239.270,62.474,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,268.730,64.531,270.294,79.257,333.029,99.282,263.703,63.683,187.491,234.751,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,260.998,7.094,249.390,95.417,214.380,53.184,324.979,78.473,280.734,79.160,310.629,84.375,269.117,60.617,245.146,100.237,271.042,88.970,276.809,62.212,291.235,51.561,306.811,82.126,348.270,107.620
"REGION X","Craft and Related Trades Workers",121.465,12.950,123.625,10.027,123.358,21.493,129.366,11.670,124.454,14.035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.368,13.382,122.969,14.753,131.606,12.100,129.680,12.425,127.656,13.165,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.095,8.883,84.942,10.332,110.292,15.219,98.662,10.651,62.562,87.381,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.915,0.553,109.381,12.583,114.970,12.707,117.672,10.982,111.644,11.419,101.423,4.809,145.905,17.106,97.618,14.833,124.877,21.747,105.727,10.026,116.806,10.252,120.408,8.705,74.031,6.641
"REGION X","Plant and Machine Operators and Assemblers",84.224,2.121,101.902,2.727,86.746,1.764,75.380,4.409,87.063,2.755,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.366,1.876,131.738,2.578,129.896,0.395,137.721,1.161,131.430,1.503,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139.129,1.434,103.582,2.487,136.132,1.791,139.979,3.985,59.922,96.982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,149.427,0.188,130.277,2.467,113.175,3.728,107.876,2.676,123.163,2.777,144.351,0.000,117.157,5.364,125.632,2.063,125.285,1.548,112.389,4.976,114.973,0.279,110.126,4.687,127.287,3.284
"REGION X","Elementary Occupations",520.973,374.637,446.780,265.237,450.202,204.165,420.206,258.499,459.540,275.635,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,482.317,229.391,490.465,376.138,483.413,354.913,459.503,287.262,478.925,311.926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,511.884,364.908,463.558,265.563,496.339,308.900,493.303,246.669,467.965,565.555,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,450.048,20.391,515.903,348.434,485.042,211.140,501.469,370.867,529.693,343.269,540.866,343.041,542.026,349.993,580.572,362.397,556.894,341.419,491.830,355.035,523.048,298.950,563.130,373.363,605.496,519.898
"REGION X","Armed Forces Occupations",4.401,0.000,10.541,1.080,6.504,0.429,7.348,0.000,7.199,0.377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.728,0.000,4.715,0.000,6.194,0.800,7.278,0.000,4.979,0.200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.588,0.000,8.620,0.000,4.015,0.000,10.107,0.000,3.600,6.551,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.230,0.024,6.203,0.000,3.859,0.051,3.952,0.336,4.028,0.056,3.824,0.000,0.000,0.000,3.030,0.000,4.534,0.000,1.954,0.000,5.336,0.000,5.679,0.000,5.738,0.000
"REGION XI","Managers",146.900,174.077,156.739,156.629,140.464,145.672,146.245,156.724,147.587,158.276,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.765,158.827,107.189,75.759,73.460,65.101,81.497,81.239,100.978,95.232,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.078,58.534,46.590,38.176,49.844,52.546,51.408,48.750,75.848,101.179,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.135,3.921,60.809,41.161,47.450,47.461,56.898,36.126,52.394,39.311,55.972,32.598,45.804,46.812,61.150,30.698,65.902,29.900,34.364,48.891,43.234,42.213,57.824,25.840,52.188,42.979
"REGION XI","Professionals",30.811,52.434,38.913,63.167,24.696,43.372,30.818,53.873,31.310,53.212,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.984,59.584,27.270,58.922,21.390,49.230,37.727,73.599,29.343,60.334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.729,63.215,29.679,67.705,18.936,47.464,29.574,61.575,55.855,73.122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.282,4.465,25.717,68.993,29.974,59.334,38.462,75.083,28.634,65.553,22.583,52.160,28.206,50.446,42.985,74.377,27.032,82.008,9.698,66.895,23.449,57.021,42.165,89.507,24.051,57.224
"REGION XI","Technicians and Associate Professionals",29.064,39.306,29.505,40.783,28.112,50.454,31.355,27.913,29.509,39.614,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.239,30.998,34.588,28.041,30.438,39.219,34.991,29.112,38.064,31.843,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.211,37.996,19.766,21.764,16.720,28.917,30.599,32.954,36.933,44.816,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.972,2.213,38.046,39.757,39.047,43.794,39.218,42.489,31.981,34.534,28.524,16.613,36.217,27.927,35.124,48.410,26.191,17.182,24.066,37.026,29.937,34.391,17.111,46.974,39.320,33.294
"REGION XI","Clerical Support Workers",35.968,56.567,35.156,70.100,44.465,47.910,51.588,59.502,41.794,58.520,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.111,70.529,53.080,74.340,47.009,58.226,48.626,74.758,47.457,69.463,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.214,63.085,44.898,46.476,44.614,59.909,63.763,73.576,64.241,93.771,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.724,4.904,70.779,92.608,59.777,84.325,66.354,76.202,66.035,90.882,38.961,75.586,56.037,90.250,88.839,103.200,44.669,119.882,86.803,127.188,30.594,74.115,92.722,96.481,110.161,91.887
"REGION XI","Service and Sales Workers",122.034,163.925,133.372,153.226,126.043,172.980,130.911,177.000,128.090,166.783,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.704,191.336,152.031,242.737,137.007,276.505,158.614,259.464,143.589,242.511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156.435,273.195,118.970,210.672,135.985,274.902,158.917,276.059,256.159,303.634,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,147.927,20.865,143.381,272.039,150.701,268.588,169.540,309.610,159.661,295.810,162.894,303.806,157.227,310.016,163.812,338.733,182.740,308.382,181.824,255.348,138.503,305.498,159.495,320.820,157.890,306.502
"REGION XI","Skilled Agricultural Forestry and Fishery Workers",285.035,68.857,233.878,42.927,239.642,43.504,240.249,47.975,249.701,50.816,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184.217,52.269,204.705,45.226,244.637,48.384,214.403,64.933,211.991,52.703,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211.077,43.788,272.017,31.506,282.016,58.134,231.368,30.632,155.508,216.514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,266.135,3.527,245.015,34.343,205.617,35.121,274.447,45.431,257.204,39.332,312.962,34.794,239.933,38.398,202.293,39.447,246.657,27.167,247.619,34.691,226.456,29.228,246.125,52.811,373.192,58.236
"REGION XI","Craft and Related Trades Workers",115.972,7.954,138.386,6.911,165.554,9.960,143.280,4.080,140.798,7.226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135.792,8.238,142.668,10.615,150.073,9.844,143.286,10.663,142.955,9.840,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,128.446,11.299,89.872,6.158,119.459,9.722,109.316,5.408,64.638,92.096,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127.702,0.770,138.344,7.182,145.495,13.467,119.221,8.845,128.929,7.136,131.595,6.194,143.767,3.101,134.005,3.996,115.129,7.327,103.753,8.240,141.794,5.188,119.481,4.759,126.866,8.092
"REGION XI","Plant and Machine Operators and Assemblers",105.081,2.087,101.713,1.042,121.560,1.088,110.989,3.660,109.836,1.969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120.211,2.059,156.816,1.522,168.814,2.027,180.880,2.916,156.680,2.131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,182.145,0.345,117.879,0.000,163.287,2.844,155.296,1.857,69.858,115.240,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158.585,0.197,163.931,0.825,149.529,2.494,139.515,0.727,155.323,1.033,195.834,1.620,140.784,2.629,144.770,0.000,171.364,0.000,150.740,1.742,189.564,0.000,129.297,0.000,129.961,0.000
"REGION XI","Elementary Occupations",462.982,157.959,402.862,156.339,437.215,156.577,474.588,159.239,444.412,157.529,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,441.155,139.580,407.735,119.069,442.651,130.844,414.087,163.238,426.407,138.183,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,415.525,148.619,348.472,101.156,433.165,144.267,409.567,107.926,287.787,395.368,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,441.974,11.544,450.871,152.592,469.838,144.927,428.542,199.685,467.090,183.954,430.693,175.689,513.294,175.052,415.228,197.827,508.458,197.737,491.619,160.926,572.947,221.540,447.552,189.052,434.059,253.896
"REGION XI","Armed Forces Occupations",4.104,0.000,5.641,0.000,6.306,0.000,2.870,0.000,4.730,0.000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.620,0.000,11.933,1.522,10.831,0.000,3.456,0.000,8.210,0.381,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.068,0.000,3.539,0.000,7.622,0.702,5.329,0.000,3.113,3.176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.628,0.000,10.795,0.000,6.428,0.214,6.329,0.000,8.208,0.018,8.543,0.000,3.680,0.000,17.350,0.000,12.775,0.000,1.117,0.000,5.268,0.000,19.193,0.000,4.389,0.000
